nose_k,left_eye_k,right_eye_k,left_ear,right_ear,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,eye1,eye2,nose,mouth,head,image_path,label
"(0.8387080430984497, 0.8068343997001648)","(0.8623987436294556, 0.8172281980514526)","(0.8608928918838501, 0.7990303039550781)","(0.8199424743652344, 0.7968665361404419)","(0.811855137348175, 0.711487352848053)","(0.6519229412078857, 0.6175081133842468)","(0.6351998448371887, 0.6849154233932495)","(0.6680564880371094, 0.6322404146194458)","(0.624863862991333, 0.7451590299606323)","(0.8158780932426453, 0.7565282583236694)","(0.7475973963737488, 0.8395140767097473)","(0.30704182386398315, 0.28354117274284363)","(0.29196450114250183, 0.3274417519569397)","(0.3866298198699951, 0.48113617300987244)","(0.353374183177948, 0.4982518255710602)","(0.28897014260292053, 0.38970115780830383)","(0.2864026427268982, 0.40978020429611206)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8462188839912415, 0.8386603593826294, 0.30752047896385193, 0.27601107954978943)",Cubo_08_JPG_jpg.rf.be7d30f5e9ed1a2e8efd13d450bc3a1c.jpg,1
"(0.7224409580230713, 0.6682868003845215)","(0.786032497882843, 0.6930734515190125)","(0.7703729867935181, 0.7114368081092834)","(0.7974010705947876, 0.6657096147537231)","(0.7677712440490723, 0.7417497038841248)","(0.6135826706886292, 0.5202464461326599)","(0.5569549202919006, 0.6922469139099121)","(0.573003351688385, 0.2043032944202423)","(0.43599146604537964, 0.5607141256332397)","(0.612217903137207, 0.06676773726940155)","(0.44554051756858826, 0.48817119002342224)","(0.30984941124916077, 0.2875039577484131)","(0.25234293937683105, 0.4580175280570984)","(0.3423413932323456, 0.11119098961353302)","(0.27550309896469116, 0.3925190567970276)","(0.22417736053466797, 0.11410331726074219)","(0.20545122027397156, 0.23537373542785645)","(0.7739736437797546, 0.7882868051528931)","(-1, -1)","(0.7678418159484863, 0.8443296551704407)","(-1, -1)","(0.8131719827651978, 0.6093521118164062, 0.3696771562099457, 0.5525375604629517)",baby11_jpg.rf.c3deebe8ddcf7632a255d9c29a787936.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Nanit_23_JPG_jpg.rf.d65d606d5e12fb6bb36846847d509048.jpg,2
"(0.486473947763443, 0.5326585173606873)","(0.4931606352329254, 0.5188159942626953)","(0.48139992356300354, 0.5522406101226807)","(0.5136215090751648, 0.492729514837265)","(0.453469455242157, 0.5820369720458984)","(0.48923587799072266, 0.47575098276138306)","(0.4436098635196686, 0.6017186641693115)","(0.5390030145645142, 0.454463392496109)","(0.4542856216430664, 0.6288334131240845)","(0.5250115990638733, 0.43617814779281616)","(0.45601820945739746, 0.5898500084877014)","(0.3919413983821869, 0.43994003534317017)","(0.33404600620269775, 0.5476393103599548)","(0.4128607213497162, 0.4016750454902649)","(0.31572240591049194, 0.5224679708480835)","(0.29272204637527466, 0.38926950097084045)","(0.24987921118736267, 0.41783609986305237)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8582156896591187, 0.48103150725364685, 0.0856197327375412, 0.12265662848949432)",43DBEA23-491A-4DB5-AC33-A08EA3720A3A_JPG_jpg.rf.2a740a43b4043bd4283131f707d3c50c.jpg,2
"(0.4680260717868805, 0.3591952323913574)","(0.49346524477005005, 0.33367687463760376)","(0.4365778863430023, 0.3627546727657318)","(0.5794715285301208, 0.3290984332561493)","(0.4126443862915039, 0.4096095561981201)","(0.6348731517791748, 0.3782433569431305)","(0.4262733459472656, 0.4656042158603668)","(0.7580218315124512, 0.3810451924800873)","(0.3184818625450134, 0.5507500171661377)","(0.7746956944465637, 0.37123334407806396)","(0.24955332279205322, 0.5264674425125122)","(0.7633881568908691, 0.6086226105690002)","(0.5335935354232788, 0.68292236328125)","(0.8656356930732727, 0.7130556106567383)","(0.5351661443710327, 0.7724418640136719)","(0.7679160237312317, 0.8634588122367859)","(0.6754068732261658, 0.8752304315567017)","(0.42225489020347595, 0.3607162833213806)","(0.5038834810256958, 0.3324792683124542)","(0.48033761978149414, 0.3631887435913086)","(0.5015921592712402, 0.38644298911094666)","(0.43371230363845825, 0.34254711866378784, 0.2625536322593689, 0.17001934349536896)",67_jpg.rf.26bbd93cbf51887d704e8392a7230587.jpg,1
"(0.15777702629566193, 0.4968326687812805)","(0.1404377967119217, 0.4460882246494293)","(0.10391898453235626, 0.5260933041572571)","(0.20997965335845947, 0.3223327696323395)","(0.09355397522449493, 0.5542771220207214)","(0.3349302411079407, 0.30416780710220337)","(0.24548129737377167, 0.616369366645813)","(0.4837392270565033, 0.2853313088417053)","(0.3069492280483246, 0.8054167032241821)","(0.3819614052772522, 0.29252511262893677)","(0.2507280707359314, 0.7756458520889282)","(0.7664180994033813, 0.3616827130317688)","(0.6839700937271118, 0.6519590616226196)","(0.8664302825927734, 0.41826215386390686)","(0.7605201601982117, 0.8491301536560059)","(0.9389833211898804, 0.5234096050262451)","(0.9189003705978394, 0.764947235584259)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.14514657855033875, 0.44015589356422424, 0.2643216848373413, 0.36887362599372864)",277_png_jpg.rf.2f90713da26d337c1638d2f0a26f1346.jpg,2
"(0.8906193971633911, 0.6216486692428589)","(0.9353927373886108, 0.5643371343612671)","(0.9271503686904907, 0.6610997915267944)","(0.9218101501464844, 0.43682998418807983)","(0.9016731977462769, 0.7011319994926453)","(0.7439974546432495, 0.3301735520362854)","(0.6926602125167847, 0.7751590609550476)","(0.6764510869979858, 0.28981783986091614)","(0.5674116015434265, 0.9860492944717407)","(0.7406741380691528, 0.3789249360561371)","(0.6470144391059875, 0.9136184453964233)","(0.2784615159034729, 0.2715718746185303)","(0.22047820687294006, 0.6489372849464417)","(0.28260260820388794, 0.38397708535194397)","(0.19491326808929443, 0.8907079696655273)","(0.10149021446704865, 0.49034634232521057)","(0.0791967362165451, 0.7241419553756714)","(0.881300151348114, 0.8581256866455078)","(0.8836859464645386, 0.5815792083740234)","(0.8591543436050415, 0.7609299421310425)","(0.8176966905593872, 0.7991657257080078)","(0.20272350311279297, 0.6593091487884521, 0.39525023102760315, 0.6813817024230957)",82_jpg.rf.933722ebcdbf3e9e5ee29de3b123ee63.jpg,2
"(0.809704601764679, 0.614173412322998)","(0.846173882484436, 0.6757115125656128)","(0.8520721197128296, 0.6365410685539246)","(0.8288214802742004, 0.7084630131721497)","(0.848080039024353, 0.5763030052185059)","(0.6731791496276855, 0.4808497428894043)","(0.6790041923522949, 0.4628639221191406)","(0.65082848072052, 0.32426896691322327)","(0.6559010148048401, 0.3343115746974945)","(0.774266242980957, 0.30626457929611206)","(0.7181987166404724, 0.36795133352279663)","(0.3054198920726776, 0.18617379665374756)","(0.31070563197135925, 0.15523512661457062)","(0.28838294744491577, 0.36032310128211975)","(0.3126998543739319, 0.2464480847120285)","(0.14756803214550018, 0.3136066794395447)","(-1, -1)","(0.8200346231460571, 0.6472683548927307)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8443801999092102, 0.7493358850479126, 0.30461233854293823, 0.4088716506958008)",Nanit_06_JPG_jpg.rf.bc8b3b4cf92d6358db8ad2c055ccdbdd.jpg,1
"(0.19962267577648163, 0.531754195690155)","(0.1682630479335785, 0.5081778764724731)","(0.16896772384643555, 0.5837341547012329)","(0.20153579115867615, 0.4081847667694092)","(0.18779225647449493, 0.658889889717102)","(0.3388961851596832, 0.3975844979286194)","(0.3447309136390686, 0.6358054280281067)","(0.35641810297966003, 0.25262290239334106)","(0.36896026134490967, 0.6500293016433716)","(0.20694513618946075, 0.23538276553153992)","(0.18370862305164337, 0.6697465777397156)","(0.7584307193756104, 0.33275508880615234)","(0.7670472264289856, 0.5613086819648743)","(0.7860739827156067, 0.16238486766815186)","(0.8322089314460754, 0.500041127204895)","(0.9263763427734375, 0.19643676280975342)","(0.9483102560043335, 0.357741117477417)","(0.22777490317821503, 0.6603142023086548)","(0.19328314065933228, 0.5102748870849609)","(0.21520796418190002, 0.5446091890335083)","(0.24973344802856445, 0.4974837899208069)","(0.22414708137512207, 0.6660284996032715, 0.21963176131248474, 0.5254610180854797)",baby43_jpg.rf.9b79c70040189f98621e708fe38397c3.jpg,1
"(0.255110502243042, 0.74860018491745)","(0.22942861914634705, 0.753885805606842)","(0.2579244375228882, 0.7779773473739624)","(0.23858284950256348, 0.7156667709350586)","(0.28649061918258667, 0.7812879085540771)","(0.2783581614494324, 0.6232599020004272)","(0.33451563119888306, 0.7775701284408569)","(0.27566999197006226, 0.5710197687149048)","(0.34575554728507996, 0.7627456784248352)","(0.18962541222572327, 0.7305000424385071)","(0.22826318442821503, 0.8676931262016296)","(0.6222308874130249, 0.31135833263397217)","(0.6684663891792297, 0.4140952527523041)","(0.786368727684021, 0.3673008382320404)","(0.8184415102005005, 0.4751589894294739)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.23032641410827637, 0.8715167045593262, 0.36811143159866333, 0.240962415933609)",3613_png_jpg.rf.05447784e0855077ed3d4dfeb515eeeb.jpg,2
"(0.6919751167297363, 0.6937209367752075)","(-1, -1)","(0.7028367519378662, 0.6976897120475769)","(0.6839550733566284, 0.694355845451355)","(0.6980260610580444, 0.6774483919143677)","(0.6423419713973999, 0.6310432553291321)","(0.6619427800178528, 0.633395791053772)","(0.6547256708145142, 0.6355868577957153)","(0.679366946220398, 0.6314746141433716)","(0.6805315017700195, 0.647861897945404)","(0.6736271381378174, 0.6598068475723267)","(0.5335147380828857, 0.4639907777309418)","(0.5527763366699219, 0.46033310890197754)","(0.5351728796958923, 0.4748827815055847)","(0.5696780681610107, 0.45150822401046753)","(0.4763079285621643, 0.38208648562431335)","(0.48955708742141724, 0.354046493768692)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Cubo_08_JPG_jpg.rf.06436d953d5b726ebdb2ded73cdd6301.jpg,1
"(0.38032546639442444, 0.8843584060668945)","(0.3754347562789917, 0.9445484280586243)","(0.4150373339653015, 0.9202451705932617)","(0.3638336658477783, 0.9340766668319702)","(0.4669373631477356, 0.8700454831123352)","(0.3570529520511627, 0.721759021282196)","(0.429861843585968, 0.7182817459106445)","(0.329489529132843, 0.5957376956939697)","(0.4359895586967468, 0.6074317097663879)","(0.32828420400619507, 0.8048064112663269)","(0.32399311661720276, 0.8501267433166504)","(0.5044499039649963, 0.14287607371807098)","(0.5711392760276794, 0.1256103813648224)","(0.6237378120422363, 0.24251163005828857)","(0.7131766080856323, 0.12810194492340088)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.6345624923706055, 0.8679925203323364, 0.5299331545829773, 0.2632375657558441)",7_jpg.rf.0ca982cd8e131ebccd1c8f54e9e28829.jpg,2
"(0.645596981048584, 0.31821101903915405)","(0.5979644060134888, 0.27750951051712036)","(0.6979029774665833, 0.2932450473308563)","(0.4749033451080322, 0.31668347120285034)","(0.7297766804695129, 0.32353171706199646)","(0.37227576971054077, 0.41405361890792847)","(0.6556422114372253, 0.45383796095848083)","(0.23081934452056885, 0.4982457756996155)","(0.7142902612686157, 0.5898737907409668)","(0.2627447247505188, 0.5055586695671082)","(0.6320208311080933, 0.5716840028762817)","(0.17457199096679688, 0.6648390889167786)","(0.4744972586631775, 0.715444803237915)","(0.11663279682397842, 0.6390743255615234)","(0.5352814793586731, 0.7484644651412964)","(0.14970913529396057, 0.7742231488227844)","(0.3332021236419678, 0.8358537554740906)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.5056505799293518, 0.258988618850708, 0.41726359724998474, 0.2834249436855316)",20_JPG_jpg.rf.7417dd9deacc966e7362ee0ca0d0602a.jpg,2
"(0.3294994831085205, 0.5413607358932495)","(0.3159882724285126, 0.5477566123008728)","(0.31916671991348267, 0.5567294955253601)","(0.33703023195266724, 0.5663580298423767)","(0.3459458351135254, 0.5957403182983398)","(0.41729775071144104, 0.5940607786178589)","(0.4191161096096039, 0.6060823798179626)","(0.4330669343471527, 0.5442516803741455)","(0.4479939043521881, 0.567111611366272)","(0.41643252968788147, 0.5101386308670044)","(0.4236176013946533, 0.5318853259086609)","(0.6536003947257996, 0.5655763149261475)","(0.6522385478019714, 0.5701815485954285)","(0.6894052028656006, 0.4903056025505066)","(0.6914532780647278, 0.4655283987522125)","(0.8176847696304321, 0.4670369029045105)","(0.8163507580757141, 0.4203681945800781)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Prone_42_jpg.rf.432ca08e6922b98cac1127278f06e602.jpg,2
"(0.45401209592819214, 0.15017786622047424)","(0.4355611801147461, 0.12235879898071289)","(0.44637393951416016, 0.13734868168830872)","(0.43678173422813416, 0.13092443346977234)","(0.4721667170524597, 0.1715315878391266)","(0.49662724137306213, 0.2292969524860382)","(0.538557231426239, 0.27566713094711304)","(0.504786491394043, 0.23815950751304626)","(0.5972689390182495, 0.3709535300731659)","(0.48883944749832153, 0.17662043869495392)","(0.5858103036880493, 0.32312721014022827)","(0.6395460963249207, 0.5988186597824097)","(0.6629278659820557, 0.635254442691803)","(0.7219092845916748, 0.6974155306816101)","(0.7400697469711304, 0.7386795878410339)","(0.796596348285675, 0.8988988995552063)","(0.7997978925704956, 0.917474627494812)","(0.39265817403793335, 0.15522265434265137)","(0.4819856584072113, 0.11564590036869049)","(0.4628729820251465, 0.15377205610275269)","(0.48376473784446716, 0.19051392376422882)","(0.40346604585647583, 0.1269739419221878, 0.3193357586860657, 0.2404032200574875)",67_jpg.rf.a647935318391e2e5f5ef4d2d425fdf2.jpg,1
"(0.3258671164512634, 0.5215564966201782)","(0.3204813301563263, 0.519905149936676)","(0.3172997832298279, 0.5247487425804138)","(0.32978835701942444, 0.5313118100166321)","(0.3317137062549591, 0.5319129824638367)","(0.37365445494651794, 0.5326083302497864)","(0.3746160566806793, 0.5296512842178345)","(0.38298335671424866, 0.5297869443893433)","(0.3921676576137543, 0.5307289361953735)","(0.3802332282066345, 0.5394358038902283)","(0.3890032470226288, 0.5240493416786194)","(0.5058020949363708, 0.5286365151405334)","(0.5059607028961182, 0.5257584452629089)","(0.5592033863067627, 0.5258108377456665)","(0.5643454194068909, 0.5178252458572388)","(0.6337268948554993, 0.5328816175460815)","(0.6265857815742493, 0.5219992995262146)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Nanit_29_JPG_jpg.rf.8e62155f79c78093a8b59694fc7d225d.jpg,2
"(0.38854536414146423, 0.7685941457748413)","(0.34212806820869446, 0.8051160573959351)","(0.38777074217796326, 0.7940351366996765)","(0.2771614193916321, 0.7843964099884033)","(0.4036257266998291, 0.7536094188690186)","(0.25581976771354675, 0.6322938799858093)","(0.4234952926635742, 0.6415886878967285)","(0.35672780871391296, 0.48624348640441895)","(0.6295937299728394, 0.48612624406814575)","(0.5297014117240906, 0.38110455870628357)","(0.7717959880828857, 0.426785409450531)","(0.3696223199367523, 0.3468417823314667)","(0.5397337079048157, 0.29465919733047485)","(0.5916305780410767, 0.3301084339618683)","(0.8443135023117065, 0.21716439723968506)","(0.7904249429702759, 0.21570149064064026)","(0.8907209634780884, 0.11290483176708221)","(0.48515424132347107, 0.79103022813797)","(0.3058784604072571, 0.8256063461303711)","(0.3730562925338745, 0.7699723839759827)","(0.3493669629096985, 0.7096947431564331)","(0.3977292478084564, 0.8203460574150085, 0.5048816800117493, 0.35729557275772095)",36_jpg.rf.5932165a17b2042f49f9e273a0c65418.jpg,1
"(0.3517434895038605, 0.10292625427246094)","(0.37650737166404724, 0.09001176059246063)","(0.30225610733032227, 0.09467442333698273)","(0.4467628002166748, 0.16635136306285858)","(0.27303382754325867, 0.11949615180492401)","(0.4959181845188141, 0.24021610617637634)","(0.3283139765262604, 0.2461749017238617)","(0.6509155035018921, 0.38404399156570435)","(0.3674406111240387, 0.3870846927165985)","(0.610978901386261, 0.45180168747901917)","(0.4657573103904724, 0.4342197775840759)","(0.6735593676567078, 0.5950114130973816)","(0.4899825155735016, 0.5925129055976868)","(0.787260890007019, 0.6764004230499268)","(0.5177243947982788, 0.6758480668067932)","(0.7133688926696777, 0.8752626180648804)","(0.6098533868789673, 0.8662832975387573)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.38515764474868774, 0.11897420883178711, 0.3977835178375244, 0.22475500404834747)",9515_png_jpg.rf.f39b55f1a2f7d0f86ba0d1d9f45ed3a0.jpg,2
"(0.7315686941146851, 0.7429693937301636)","(0.7106850743293762, 0.812079906463623)","(0.7803928852081299, 0.7540975213050842)","(0.6307238340377808, 0.8928560018539429)","(0.8100875616073608, 0.7288657426834106)","(0.5101636052131653, 0.7978041768074036)","(0.7251103520393372, 0.6113754510879517)","(0.4562295079231262, 0.7415436506271362)","(0.8010956645011902, 0.4392624497413635)","(0.6507419347763062, 0.6475011110305786)","(0.8178361654281616, 0.4400084614753723)","(0.21313464641571045, 0.48744145035743713)","(0.45099759101867676, 0.324390709400177)","(0.1024661511182785, 0.34862834215164185)","(0.48029011487960815, 0.11930553615093231)","(0.10280666500329971, 0.15247388184070587)","(0.23187384009361267, 0.03450746461749077)","(0.7026352882385254, 0.771186888217926)","(-1, -1)","(0.7277116775512695, 0.7367357015609741)","(0.696621298789978, 0.7074125409126282)","(0.6757200956344604, 0.8202940225601196, 0.2809385359287262, 0.2734070420265198)",Sideways_151_jpg.rf.e69fdf3f635e7a11319285fffd75b526.jpg,1
"(0.5288600921630859, 0.15537838637828827)","(0.457230806350708, 0.12868046760559082)","(0.5526664853096008, 0.1227530986070633)","(0.31250059604644775, 0.1584806889295578)","(0.5543200969696045, 0.13802261650562286)","(0.231421560049057, 0.29499971866607666)","(0.5199148058891296, 0.23030495643615723)","(0.28957992792129517, 0.4544714093208313)","(0.7465709447860718, 0.3614119291305542)","(0.537541389465332, 0.48876890540122986)","(0.9335098266601562, 0.3895866870880127)","(0.12280607223510742, 0.711939811706543)","(0.4220961630344391, 0.6257380247116089)","(0.16378827393054962, 0.8237524032592773)","(0.5629361271858215, 0.7314755320549011)","(0.26095810532569885, 0.9757161140441895)","(0.40211957693099976, 0.9146307110786438)","(0.47523269057273865, 0.12715940177440643)","(-1, -1)","(0.528126060962677, 0.1469045877456665)","(0.5340074300765991, 0.1920444667339325)","(0.3484029173851013, 0.128992959856987, 0.4206320643424988, 0.24762777984142303)",87_jpg.rf.f070a5ee8dcb8795095da4883793c6b0.jpg,1
"(0.6791714429855347, 0.48014965653419495)","(0.7191051244735718, 0.4887062907218933)","(0.6868516206741333, 0.4924287796020508)","(0.7297322154045105, 0.5549488067626953)","(0.6760562658309937, 0.5103759765625)","(0.6784114837646484, 0.48364534974098206)","(0.5705879926681519, 0.5602068305015564)","(0.5137175917625427, 0.48364362120628357)","(0.39208197593688965, 0.6274570226669312)","(0.4921221137046814, 0.7257505655288696)","(0.43070754408836365, 0.8232964277267456)","(0.41056767106056213, 0.2635026276111603)","(0.30101722478866577, 0.29115837812423706)","(0.3095742464065552, 0.2850903868675232)","(0.127125546336174, 0.3201201260089874)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.3825191855430603, 0.8871749639511108, 0.3678217828273773, 0.21901516616344452)",9563_png_jpg.rf.4176627b8b0827e777d6d3e016548be4.jpg,2
