nose_k,left_eye_k,right_eye_k,left_ear,right_ear,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,eye1,eye2,nose,mouth,head,image_path,label
"(0.6458684802055359, 0.1420387327671051)","(0.5994950532913208, 0.13038501143455505)","(0.7032967209815979, 0.12378821521997452)","(0.49115052819252014, 0.20857813954353333)","(0.7489289045333862, 0.19135288894176483)","(0.417135089635849, 0.2775300443172455)","(0.7490155696868896, 0.32571941614151)","(0.23708359897136688, 0.3496459722518921)","(0.8558197021484375, 0.4864369332790375)","(0.24544307589530945, 0.2276804894208908)","(0.7883302569389343, 0.4138670861721039)","(0.30075013637542725, 0.6639410257339478)","(0.6911203265190125, 0.7025104761123657)","(0.2064000815153122, 0.7486246228218079)","(0.8198018074035645, 0.7585371136665344)","(0.3874672055244446, 0.8702662587165833)","(0.6923120021820068, 0.8969886898994446)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.7159839272499084, 0.1476060003042221, 0.416689395904541, 0.2777089774608612)",1922_png_jpg.rf.3de2877a8d346738754da2bf6a479c8f.jpg,2
"(0.8187462091445923, 0.28285935521125793)","(0.8429337739944458, 0.2413797378540039)","(0.8600668907165527, 0.2958049178123474)","(0.8320286870002747, 0.20300932228565216)","(0.8611786961555481, 0.33473941683769226)","(0.7037153840065002, 0.13579821586608887)","(0.7747802734375, 0.4400988519191742)","(0.5767958164215088, 0.0708887130022049)","(0.6966826319694519, 0.6860678791999817)","(0.6145598292350769, 0.061126090586185455)","(0.6721150279045105, 0.7139230966567993)","(0.31600266695022583, 0.2531206011772156)","(0.39788106083869934, 0.6004023551940918)","(0.30059510469436646, 0.25447598099708557)","(0.41297680139541626, 0.8116000890731812)","(0.2721567749977112, 0.419302374124527)","(0.27016571164131165, 0.7887696027755737)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8614494204521179, 0.2631266117095947, 0.27555352449417114, 0.35445699095726013)",2424_png_jpg.rf.de96b3dff42ffde9162065de0f3a0dd6.jpg,2
"(0.14855976402759552, 0.4691212773323059)","(0.12593404948711395, 0.4879379868507385)","(0.1090501993894577, 0.5057917237281799)","(0.1793779581785202, 0.4719127118587494)","(0.1430288553237915, 0.5772002935409546)","(0.32601767778396606, 0.35039108991622925)","(0.32368165254592896, 0.6086222529411316)","(0.3753117024898529, 0.22356745600700378)","(0.3891153335571289, 0.7420142292976379)","(0.37704703211784363, 0.16825513541698456)","(0.3527393937110901, 0.7366029024124146)","(0.7925624251365662, 0.36857759952545166)","(0.7402117848396301, 0.5797444581985474)","(0.9004529714584351, 0.344184935092926)","(0.8508992195129395, 0.5355471968650818)","(1.0, 0.4350414276123047)","(0.9855731725692749, 0.480844646692276)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.13375040888786316, 0.5367523431777954, 0.25377291440963745, 0.28293782472610474)",Miku_04_JPG_jpg.rf.b2a5e8f69dcef6b6ab95fe95a5082d18.jpg,1
"(0.8276928663253784, 0.5065478682518005)","(-1, -1)","(-1, -1)","(0.8180698156356812, 0.5524700880050659)","(0.8480899930000305, 0.5329374670982361)","(0.7799563407897949, 0.4395487308502197)","(0.7698896527290344, 0.6836954355239868)","(0.6386150121688843, 0.26434817910194397)","(0.639678418636322, 0.7930843234062195)","(0.6247122287750244, 0.20301687717437744)","(0.6554936170578003, 0.7243386507034302)","(0.5271567106246948, 0.45008260011672974)","(0.5163798928260803, 0.7080327868461609)","(0.4810706675052643, 0.3703550696372986)","(0.46040064096450806, 0.7453008890151978)","(0.33173155784606934, 0.4775698781013489)","(0.2931409776210785, 0.6851961016654968)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Miku_07_JPG_jpg.rf.94ca0fc168cbab439f44e33968843435.jpg,1
"(0.3280773460865021, 0.8735159635543823)","(0.266666054725647, 0.8449074625968933)","(0.25131383538246155, 0.902718186378479)","(0.26846107840538025, 0.6583501100540161)","(0.21076564490795135, 0.7716624140739441)","(0.48821353912353516, 0.7671640515327454)","(0.4354296326637268, 0.3950059413909912)","(0.5886651277542114, 0.9471373558044434)","(0.5278834104537964, 0.20953476428985596)","(0.605593204498291, 0.8555241823196411)","(0.6329078674316406, 0.22628669440746307)","(0.9662395715713501, 0.5472747087478638)","(0.9138091206550598, 0.16826768219470978)","(0.8133387565612793, 0.7842409014701843)","(0.6893336772918701, 0.23132452368736267)","(-1, -1)","(-1, -1)","(0.2695332169532776, 0.8749562501907349)","(0.26705488562583923, 0.8871064186096191)","(-1, -1)","(-1, -1)","(0.19164960086345673, 0.6327347755432129, 0.37751755118370056, 0.6016584634780884)",20_JPG_jpg.rf.8d6648a912f0047bce13b490d95aed2e.jpg,2
"(0.3476618826389313, 0.33651888370513916)","(0.3691583275794983, 0.32050713896751404)","(0.32121944427490234, 0.32974883913993835)","(0.40461498498916626, 0.3428511321544647)","(0.284172385931015, 0.3615245223045349)","(0.43712058663368225, 0.3931645154953003)","(0.28879451751708984, 0.4294210374355316)","(0.5250256657600403, 0.4145442545413971)","(0.2385331094264984, 0.5119266510009766)","(0.597887396812439, 0.44540920853614807)","(0.17735648155212402, 0.5703674554824829)","(0.5472220182418823, 0.5233021378517151)","(0.40218695998191833, 0.611400306224823)","(0.6351386308670044, 0.5060718059539795)","(0.48192867636680603, 0.6856946349143982)","(0.7162874937057495, 0.5814815759658813)","(0.6157391667366028, 0.7292214035987854)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.3426629602909088, 0.3328525424003601, 0.22302770614624023, 0.16847363114356995)",baby6_jpg.rf.40f948a038cc72f4bd17f720e49e5628.jpg,1
"(0.39190590381622314, 0.4593872129917145)","(0.41610652208328247, 0.43760377168655396)","(0.41482871770858765, 0.44213351607322693)","(0.5166727304458618, 0.4401329457759857)","(0.4785386025905609, 0.46760639548301697)","(0.40890035033226013, 0.518288791179657)","(0.6791428327560425, 0.536643385887146)","(0.2801559567451477, 0.5350019335746765)","(0.7988700270652771, 0.6196512579917908)","(0.3448297381401062, 0.4476875364780426)","(0.7648276090621948, 0.6907314658164978)","(0.48014360666275024, 0.7770380973815918)","(0.7426713109016418, 0.7820802330970764)","(0.3597424626350403, 0.8862621188163757)","(0.763995349407196, 0.8768335580825806)","(0.5438807606697083, 0.9550226330757141)","(0.6779197454452515, 0.952245831489563)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.5264207124710083, 0.4370020031929016, 0.2587164044380188, 0.1263413429260254)",frame_20_6_png_jpg.rf.0e5b32d4f145b28d85d8313140233d02.jpg,2
"(0.2512735426425934, 0.17987509071826935)","(0.23397882282733917, 0.18063756823539734)","(0.19498364627361298, 0.2047928273677826)","(0.3162359297275543, 0.24656054377555847)","(-1, -1)","(0.48820066452026367, 0.248010516166687)","(0.4010393023490906, 0.4977906346321106)","(0.780741810798645, 0.09649248421192169)","(0.6193429231643677, 0.6166990399360657)","(0.7466332316398621, 0.05721597746014595)","(0.6471320390701294, 0.4889119565486908)","(0.8186464309692383, 0.6347384452819824)","(0.697033166885376, 0.8883723020553589)","(0.8541313409805298, 0.397604763507843)","(0.7185935974121094, 0.7237356305122375)","(0.8693523406982422, 0.690905749797821)","(0.8360527157783508, 0.7962548732757568)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.3085383176803589, 0.3407309949398041, 0.4030227065086365, 0.6302632093429565)",57_jpg.rf.667f9f61fd46f49c051e3b3068fec984.jpg,2
"(0.8704220652580261, 0.4956997036933899)","(0.900934100151062, 0.5583061575889587)","(0.9257158041000366, 0.5287575721740723)","(0.8243004083633423, 0.6470690369606018)","(0.8944975733757019, 0.6157034635543823)","(0.7045260667800903, 0.4255177080631256)","(0.5932428240776062, 0.7495573163032532)","(0.5736492872238159, 0.2153567522764206)","(0.3686060905456543, 0.8626630902290344)","(0.7724760174751282, 0.2559390068054199)","(0.5628721714019775, 0.8484487533569336)","(0.11865241825580597, 0.3580337166786194)","(0.051084041595458984, 0.7244910597801208)","(0.06436459720134735, 0.1281578093767166)","(0.0, 0.6369365453720093)","(-1, -1)","(-1, -1)","(0.9062694311141968, 0.5987131595611572)","(-1, -1)","(0.913779616355896, 0.533257782459259)","(-1, -1)","(0.8068998456001282, 0.6885656118392944, 0.38606294989585876, 0.5151368975639343)",6_jpg.rf.c42b5dafd5d88150fcd0cd02dfde17b7.jpg,2
"(0.27379193902015686, 0.6279953122138977)","(0.22917130589485168, 0.5830678939819336)","(0.2229924499988556, 0.6239414215087891)","(0.2827313542366028, 0.3928118646144867)","(0.27047744393348694, 0.5243217349052429)","(0.5026150345802307, 0.28951019048690796)","(0.5180357694625854, 0.5567829608917236)","(0.652336835861206, 0.12379646301269531)","(0.698943555355072, 0.736231803894043)","(0.6320239305496216, 0.1792578250169754)","(0.7194932699203491, 0.9580650329589844)","(0.9319365620613098, 0.36552268266677856)","(0.907638669013977, 0.555958092212677)","(0.8540607690811157, 0.4553256034851074)","(0.8014698028564453, 0.726874053478241)","(-1, -1)","(-1, -1)","(0.21026185154914856, 0.5679160356521606)","(-1, -1)","(0.25622639060020447, 0.6121098399162292)","(0.3268154263496399, 0.6061612367630005)","(0.2088170051574707, 0.4674983024597168, 0.4135581851005554, 0.347472220659256)",19_jpg.rf.1a4730ddd931709b70e1069d95ca1b70.jpg,1
"(0.6805070638656616, 0.3528493344783783)","(0.7235623598098755, 0.4004570543766022)","(0.6893950700759888, 0.3361387848854065)","(0.7519441843032837, 0.5487080812454224)","(0.6661904454231262, 0.3862701654434204)","(0.6657394766807556, 0.5814262628555298)","(0.5916718244552612, 0.49865418672561646)","(0.5865049958229065, 0.4954710900783539)","(0.4832630753517151, 0.4638928771018982)","(0.6395562291145325, 0.2990977168083191)","(0.48881545662879944, 0.3862266540527344)","(0.38539740443229675, 0.793756902217865)","(0.3174760937690735, 0.6933974027633667)","(0.2675445079803467, 0.6598516702651978)","(0.2513732612133026, 0.5085996389389038)","(0.11825211346149445, 0.7292788624763489)","(0.10621778666973114, 0.6145362257957458)","(0.7159463763237, 0.3965851664543152)","(-1, -1)","(0.6734212040901184, 0.3591260015964508)","(-1, -1)","(-1, -1)",Sideways_28_jpg.rf.4e7cab81b16faf41b0c9303daa85b7c2.jpg,1
"(0.2153290957212448, 0.5639638304710388)","(0.17793384194374084, 0.5366573333740234)","(0.20350900292396545, 0.4989357590675354)","(0.18621809780597687, 0.4497806429862976)","(0.25626808404922485, 0.3439198434352875)","(0.3490130603313446, 0.3617766499519348)","(0.3550181984901428, 0.42944198846817017)","(0.4103381633758545, 0.573370635509491)","(0.41215163469314575, 0.6645447015762329)","(0.32112428545951843, 0.7343142628669739)","(0.2695828974246979, 0.7616704702377319)","(0.6783531904220581, 0.22503919899463654)","(0.6762149333953857, 0.25783681869506836)","(0.7059646844863892, 0.554519772529602)","(0.7041767835617065, 0.6008700132369995)","(0.851191520690918, 0.5374928712844849)","(0.8239690661430359, 0.501575231552124)","(0.20074057579040527, 0.4954603314399719)","(-1, -1)","(-1, -1)","(-1, -1)","(0.20402976870536804, 0.35416412353515625, 0.33848994970321655, 0.3768312335014343)",Sideways_210_jpg.rf.5ed0cf61bd9dddc981cb5337f3340b8d.jpg,1
"(0.6274479627609253, 0.24209173023700714)","(0.5404806733131409, 0.20462965965270996)","(0.6910622715950012, 0.2065635621547699)","(0.47647207975387573, 0.23137517273426056)","(0.7852619886398315, 0.21462392807006836)","(0.45203596353530884, 0.3604133427143097)","(0.8092008829116821, 0.3759121298789978)","(0.283415287733078, 0.5133355855941772)","(0.7220948934555054, 0.5809586644172668)","(0.19023506343364716, 0.6119228005409241)","(0.42828425765037537, 0.7000566720962524)","(0.4216175973415375, 0.8274291753768921)","(0.8009792566299438, 0.8202444314956665)","(0.3480300307273865, 0.68915855884552)","(0.7227989435195923, 0.6965433359146118)","(0.2328420877456665, 0.8787981271743774)","(0.3049721419811249, 0.8432421684265137)","(0.5265915393829346, 0.218096524477005)","(0.7076901197433472, 0.18257007002830505)","(0.6356579661369324, 0.2391408383846283)","(0.6632410883903503, 0.29255643486976624)","(0.611836314201355, 0.1806485801935196, 0.5185818672180176, 0.3589603304862976)",36_jpg.rf.141ced579e9f285d61267662f7b42cb9.jpg,1
"(0.7191783785820007, 0.5209294557571411)","(0.7261830568313599, 0.5040804743766785)","(0.7254502177238464, 0.5331991910934448)","(0.713943362236023, 0.4680146276950836)","(0.7116736173629761, 0.5573450326919556)","(0.675592303276062, 0.455077588558197)","(0.6691551804542542, 0.5556285977363586)","(0.6490920186042786, 0.40118759870529175)","(0.633915364742279, 0.6087824702262878)","(0.633576512336731, 0.40991759300231934)","(0.5785077810287476, 0.6328264474868774)","(0.5462890863418579, 0.43087974190711975)","(0.536962628364563, 0.5239205956459045)","(0.5221455097198486, 0.39584869146347046)","(0.5016781091690063, 0.5314599275588989)","(0.4603319764137268, 0.40819063782691956)","(0.4547492563724518, 0.46070796251296997)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",3AB687E7-F5A0-458E-B381-E676C14E6AFC_JPG_jpg.rf.9b0a2ccf2faa2c227fb2ba42ac1a38e0.jpg,2
"(0.4611496925354004, 0.9599146842956543)","(0.39598315954208374, 0.9673271179199219)","(0.39319735765457153, 0.9677627682685852)","(0.2929230034351349, 0.9337291717529297)","(0.2731768786907196, 0.8739053606987)","(0.2559487819671631, 0.8016493916511536)","(0.42193594574928284, 0.7905036211013794)","(0.43444401025772095, 0.6647418737411499)","(0.6930134296417236, 0.654062807559967)","(0.4220739006996155, 0.8939254879951477)","(0.7112833261489868, 0.8255696296691895)","(0.3451474606990814, 0.3253433108329773)","(0.5440571904182434, 0.3004578948020935)","(0.5215778350830078, 0.29556047916412354)","(0.7816964983940125, 0.2613285481929779)","(0.5893233418464661, 0.12435927242040634)","(0.7880184054374695, 0.04783129692077637)","(0.37739768624305725, 0.9474810361862183)","(-1, -1)","(0.43247681856155396, 0.9610679745674133)","(0.49641522765159607, 0.917996883392334)","(0.2752101421356201, 0.8742626905441284, 0.5421314239501953, 0.24947185814380646)",60_jpg.rf.5f1ce7c1607f37dd77d9a42e426ee052.jpg,2
"(0.38274845480918884, 0.33456486463546753)","(0.37877213954925537, 0.29692450165748596)","(0.39418238401412964, 0.2899266183376312)","(0.4199371933937073, 0.25358664989471436)","(0.4853214621543884, 0.25622233748435974)","(0.5577576756477356, 0.35354191064834595)","(0.5331810712814331, 0.37012720108032227)","(0.4307076334953308, 0.4847356677055359)","(0.45098957419395447, 0.5174838304519653)","(0.3090530335903168, 0.3606862425804138)","(0.3361189067363739, 0.3801133632659912)","(0.7393560409545898, 0.6289281845092773)","(0.6881399154663086, 0.6472288370132446)","(0.6028138399124146, 0.7170038819313049)","(0.5478995442390442, 0.7663131356239319)","(0.6234043836593628, 0.8637295961380005)","(0.6566857099533081, 0.8694565892219543)","(0.39379510283470154, 0.287067711353302)","(-1, -1)","(0.37510794401168823, 0.32155919075012207)","(-1, -1)","(0.4265776574611664, 0.30446022748947144, 0.22114524245262146, 0.1491892784833908)",Sideways_28_jpg.rf.d7bbeefb9d84041cf4580f6dbb6619af.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Nanit_23_JPG_jpg.rf.d65d606d5e12fb6bb36846847d509048.jpg,2
"(0.13598816096782684, 0.26751917600631714)","(0.11804487556219101, 0.26932257413864136)","(0.10320639610290527, 0.288241446018219)","(0.1602126806974411, 0.3399922847747803)","(0.15027256309986115, 0.38743293285369873)","(0.32098865509033203, 0.2658209204673767)","(0.2576047480106354, 0.5367197394371033)","(0.37178653478622437, 0.13546884059906006)","(0.3698766827583313, 0.6895454525947571)","(0.29421478509902954, 0.175396129488945)","(0.5391591787338257, 0.6489670872688293)","(0.741015613079071, 0.3354640007019043)","(0.6348885893821716, 0.6520594358444214)","(0.7143532633781433, 0.27637097239494324)","(0.5692748427391052, 0.7428995966911316)","(0.8788873553276062, 0.4586581289768219)","(0.799657940864563, 0.7634509205818176)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.1525031477212906, 0.36859798431396484, 0.22917664051055908, 0.4189069867134094)",901_png_jpg.rf.8d45a33763efeae3a2d905cd78c74aee.jpg,2
"(0.3297463357448578, 0.26330772042274475)","(0.33648163080215454, 0.22968168556690216)","(0.36840730905532837, 0.23364917933940887)","(0.38131314516067505, 0.21452108025550842)","(0.4603266716003418, 0.21831218898296356)","(0.4317626357078552, 0.34058302640914917)","(0.42663002014160156, 0.2944191098213196)","(0.3300231397151947, 0.41670671105384827)","(0.30060938000679016, 0.35514146089553833)","(0.20720882713794708, 0.365410178899765)","(0.26379111409187317, 0.25797998905181885)","(0.539495587348938, 0.641202986240387)","(0.5088915824890137, 0.6263857483863831)","(0.48945146799087524, 0.7004412412643433)","(0.34702491760253906, 0.7190019488334656)","(0.5136715173721313, 0.9185878038406372)","(0.4378276467323303, 0.9019161462783813)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.4445289969444275, 0.22342416644096375, 0.24004611372947693, 0.17842307686805725)",Sideways_154_jpg.rf.b1a9111ad8c300cb02e6e2443d467f9a.jpg,1
"(0.2118842899799347, 0.5248852968215942)","(0.16598305106163025, 0.5407306551933289)","(0.194933220744133, 0.5832437872886658)","(0.16820962727069855, 0.5982173681259155)","(0.24736833572387695, 0.7564553022384644)","(0.29542145133018494, 0.5360394716262817)","(0.39253678917884827, 0.7637284994125366)","(0.34014660120010376, 0.41727256774902344)","(0.5305342078208923, 0.9042768478393555)","(0.38664764165878296, 0.325051486492157)","(0.6005691289901733, 0.9362853169441223)","(0.6777750253677368, 0.3529775142669678)","(0.7566267848014832, 0.5867799520492554)","(0.7395437359809875, 0.13992376625537872)","(0.8628764152526855, 0.4401342272758484)","(0.8848010897636414, 0.09126272052526474)","(0.9484950304031372, 0.24217116832733154)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.16004982590675354, 0.6895109415054321, 0.3200996518135071, 0.3520399034023285)",baby6_jpg.rf.82cf2e38a8b685a9cb9a98b3399b3e0e.jpg,1
"(0.440763384103775, 0.709566593170166)","(0.4625414311885834, 0.7223604321479797)","(0.45580750703811646, 0.720318078994751)","(0.5107273459434509, 0.7182947993278503)","(0.48427659273147583, 0.7135257124900818)","(0.5213773250579834, 0.6804293990135193)","(0.46255120635032654, 0.6762462258338928)","(0.5180675983428955, 0.6250969171524048)","(0.38771647214889526, 0.6243506669998169)","(0.5417922735214233, 0.6090786457061768)","(0.40046826004981995, 0.6246925592422485)","(0.5265220403671265, 0.557231605052948)","(0.4870315492153168, 0.548507571220398)","(0.5071735978126526, 0.45142197608947754)","(0.4798014760017395, 0.45403727889060974)","(0.5283517837524414, 0.402374804019928)","(0.5054569244384766, 0.3927733302116394)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.4825841784477234, 0.7840431332588196, 0.2262079268693924, 0.2372894287109375)",43DBEA23-491A-4DB5-AC33-A08EA3720A3A_JPG_jpg.rf.949e035bb8254d736dfd15cf40011112.jpg,2
